Title,Authors,Year,Journal,Journal_type,Type_stimulation,DBS,Electrode_type,Concurrent_fMRI,Brain_area,Brain_Name,Brain_Atlas,Brain_Parc,Brain_ParcLabel,Brain_Parc_Numb,Cortical_Subcortical,Species,Species_cat,Number_animals,Sex,Frequency,Amplitude_lower,Amplitude_higher,Amplitude_unit,Cathode_anode,Pulse_width,Waveform,Timespan,Task_description,Task_category,Behavioural_output,Main_output,Effect,Behavioural_description,Summary,Notes
Continuous sensorimotor transformation enhances robustness of neural dynamics to perturbation in macaque motor cortex,"Zheng et al.,",2025,Nature Communications,broad,electrical,NO,Microelectrode,NO,PMd,PMd,81,PM,80,8,cortical,Macaca mulatta,rhesus,3,male,300 Hz,5,120,μA,cathode first,0.4 ms,biphasic,100 ms,reach-and-grasp task,"motor, reaching & grasping",hands,hands,indirect,"While ICMS prolongs reaction times (RTs) in the static condition, it does not increase RTs in the moving condition, correlating with faster recovery of neural population activity post-perturbation.",motor,
Delay of movement caused by disruption of cortical preparatory activity,"Churchland & Chenoy,",2007,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,PMd,PMd,81,PM,80,8,cortical,Macaca mulatta,rhesus,2,male,333 Hz,23,200,μA,unclear,unclear,biphasic,57 ms,reaching task,"motor, reaching & grasping",hands,hands,indirect,increase in reach reaction time,decision,
Causal Role of Motor Preparation during Error-Driven Learning,"Vyas et al.,",2020,Neuron,specialty,electrical,NO,Microelectrode,NO,PMd,PMd,81,PM,80,8,cortical,Macaca mulatta,rhesus,3,male,333 Hz,15,120,μA,cathode first,500 μs,biphasic,60 ms,visual motor task,visual perception & discrimination,hands,hands,indirect,stimulation disrupts motor learning (updating rathter than current task),motor,
Anatomo-functional organization of the ventral primary motor and premotor cortex in the macaque monkey,"Maranesi et al.,",2012,European Journal of Neuroscience,specialty,electrical,NO,Microelectrode,NO,F4,F4,85,PM,80,8,cortical,Macaca nemestrina,non_rhesus,2,"male, female",330 Hz,3,40,μA,cathodal,0.2 ms,monophasic,50 ms,no task,no task & resting-state,movement,movement,indirect,appears to be involved in organizing and controlling goal-directed mouth motor acts and simple movements within different parts of the external and internal world,motor,
Anatomo-functional organization of the ventral primary motor and premotor cortex in the macaque monkey,"Maranesi et al.,",2012,European Journal of Neuroscience,specialty,electrical,NO,Microelectrode,NO,F5,F5,86,PM,80,8,cortical,Macaca nemestrina,non_rhesus,2,"male, female",330 Hz,3,40,μA,cathodal,0.2 ms,monophasic,50 ms,no task,no task & resting-state,movement,movement,indirect,"area F5 code motor acts at a more abstract level, thus enabling the emergence of higher order socio-cognitive functions",motor,
Microstimulation of dorsal premotor and primary motor cortex delays the volitional commitment to an action choice,"Thura & Cisek,",2020,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,PMd,PMd,81,PM,80,8,cortical,Macaca mulatta,rhesus,2,male,333 Hz,80,100,μA,anodal,0.2 ms,monophasic,57 ms,visual detection task (2AFC),visual perception & discrimination,hands,hands,indirect,delays deliberation decision,decision,
Error Signals in Motor Cortices Drive Adaptation in Reaching,"Inoue et al.,",2016,Neuron,specialty,electrical,NO,Microelectrode,NO,PM,PM,80,PM,80,8,cortical,Macaca fuscata,non_rhesus,2,male,333 Hz,0,50,μA,unclear,0.2 ms,unclear,33 ms,reaching task,"motor, reaching & grasping",hands,hands,indirect,Post-movement stimulation causes trial-by-trial increases in errors,motor learning,
"The distribution of neurons in the substantia nigra pars reticulata with input from the motor, premotor and prefrontal areas of the cerebral cortex in monkeys","Kitano et al.,",1998,Brain Research,specialty,electrical,NO,Macroelectrode,NO,PMd,PMd,81,PM,80,8,cortical,Macaca fuscata,non_rhesus,2,male,0.8-1 Hz,0.5,0.5,mA,unclear,0.3 ms,unclear,continuous,no task,no task & resting-state,neural,neural,indirect,"no behavioural effects, antidromic effects on SNc population tested",NA,
"The distribution of neurons in the substantia nigra pars reticulata with input from the motor, premotor and prefrontal areas of the cerebral cortex in monkeys","Kitano et al.,",1998,Brain Research,specialty,electrical,NO,Macroelectrode,NO,PMv,PMv,84,PM,80,8,cortical,Macaca fuscata,non_rhesus,2,male,0.8-1 Hz,0.5,0.5,mA,unclear,0.3 ms,unclear,continuous,no task,no task & resting-state,neural,neural,indirect,"no behavioural effects, antidromic effects on SNc population tested",NA,
Output properties and organization of the forelimb representation of motor areas on the lateral aspect of the hemisphere in rhesus macaques,"Boudrias et al.,",2010,Cerebral Cortex,specialty,electrical,NO,Microelectrode,NO,PMd,PMd,81,PM,80,8,cortical,Macaca mulatta,rhesus,2,male,"10, 330 Hz",15,100,μA,cathode first,0.4 ms,biphasic,seconds,reach and grasp task,"motor, reaching & grasping",hands,hands,mixed,weak facilitation of limb movement,motor,
Output properties and organization of the forelimb representation of motor areas on the lateral aspect of the hemisphere in rhesus macaques,"Boudrias et al.,",2010,Cerebral Cortex,specialty,electrical,NO,Microelectrode,NO,PMv,PMv,84,PM,80,8,cortical,Macaca mulatta,rhesus,2,male,"10, 330 Hz",15,100,μA,cathode first,0.4 ms,biphasic,seconds,reach and grasp task,"motor, reaching & grasping",hands,hands,mixed,weak facilitation of limb movement,motor,
Recruitment of ipsilateral and contralateral upper limb muscles following stimulation of the cortical motor areas in the monkey,"Montgomery et al.,",2013,Experimental Brain Research,specialty,electrical,NO,Microelectrode,NO,PMd,PMd,81,PM,80,8,cortical,Macaca fascicularis,non_rhesus,3,male,333 Hz,20,40,μA,cathode first,0.4 ms,biphasic,108 ms,reach task with a screen,"motor, reaching & grasping",hands,hands,mixed,PMd stimulation elicited more suppression responses compared with stimulation of M1 and SMA,motor,
I know what you are doing. a neurophysiological study,"Umilta et al.,",2001,Neuron,specialty,electrical,NO,Microelectrode,NO,F5,F5,86,PM,80,8,cortical,Macaca nemestrina,non_rhesus,2,unclear,330 Hz,3,40,μA,unclear,0.2 ms,unclear,50 ms,visual presentation of motor actions,"motor, reaching & grasping",movement,movement,mixed,"reappearance of distal movements requiring higher stimulation currents than F1,",motor,
Injecting information in the cortical reach-to-grasp network is effective in ventral but not dorsal nodes,"Ruszala & Schieber,",2025,Cell Reports,broad,electrical,NO,Microelectrode,NO,PMd,PMd,81,PM,80,8,cortical,Macaca mulatta,rhesus,2,male,33-80 Hz,10,60,μA,unclear,unclear,biphasic,10-800 ms,center out task,"motor, reaching & grasping",hands,hands,no,Not able to use ICMS as instructions for the task,motor,
Ventral premotor-motor cortex interactions in the macaque monkey during grasp: response of single neurons to intracortical microstimulation,"Kraskov et al., ",2011,Journal of Neuroscience,specialty,electrical,NO,Microelectrode,NO,PMv (F5),PMv,84,PM,80,8,cortical,unclear,unclear,3,"male, female",10 Hz,20,40,μA,cathode first,200 μs,biphasic,3-5 min,motor task,"motor, reaching & grasping",hands,hands,no,no behavioural effects of stimulation,motor,
An optogenetic toolbox designed for primates,"Diester et al.,",2011,Nature Neuroscience,specialty,optogenetic,NO,Optogenetic,NO,PM,PM,80,PM,80,8,cortical,Macaca mulatta,rhesus,2,"male, female",20-150 Hz,3,255,mW/mm2,NA,1 ms,NA,1000 ms,no task,no task & resting-state,movement,movement,no,no clear effects on behaviour,motor,
Effect of eye position within the orbit on electrically elicited saccadic eye movements: a comparison of the macaque monkey's frontal and supplementary eye fields,Russo & Bruce,1993,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,SEF,SMA,89,SMA,87,9,cortical,Macaca mulatta,rhesus,2,female,350 Hz,0,90,μA,cathode first,0.2 ms,biphasic,70 ms,fixation task,eye movement & visual,saccades,eyes,direct,"triggered saccades, SEF and FEF are not distinguished by orbital dependence",decision,
Recruitment of ipsilateral and contralateral upper limb muscles following stimulation of the cortical motor areas in the monkey,"Montgomery et al.,",2013,Experimental Brain Research,specialty,electrical,NO,Microelectrode,NO,SMA,SMA,89,SMA,87,9,cortical,Macaca fascicularis,non_rhesus,3,male,333 Hz,20,40,μA,cathode first,0.4 ms,biphasic,108 ms,reach task with a screen,"motor, reaching & grasping",hands,hands,direct,highest percentage of ipsilateral responses occurred following SMA stimulation,motor,
Combined corticospinal and reticulospinal effects on upper limb muscles,"Ortiz-Rosario et al.,",2014,Neuroscience Letters,specialty,electrical,NO,Macroelectrode,NO,SMA,SMA,89,SMA,87,9,cortical,Macaca fascicularis,non_rhesus,3,male,333 Hz,unclear,unclear,unclear,unclear,0.4 ms,biphasic,108 ms,reach task with a screen,"motor, reaching & grasping",hands,hands,direct,"muscle movement, twitches. Part of muscle circuits studied",motor,
The somatotopic organization of the supplementary motor area: intracortical microstimulation mapping,"Mitz & Wise,",1987,Journal of Neuroscience,specialty,electrical,NO,Microelectrode,NO,SMA,SMA,89,SMA,87,9,cortical,Macaca mulatta,rhesus,2,"male, female",330 Hz,4,65,μA,cathode first,0.4 ms,biphasic,100 ms,no task,no task & resting-state,movement,movement,direct,different parts of the body move in response to stimulation,motor,
Preparation for movement: neural representations of intended direction in three motor areas of the monkey,"Alexander & Crutcher,",1990,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,SMA,SMA,89,SMA,87,9,cortical,Macaca mulatta,rhesus,5,male,400 Hz,0,45,μA,cathode first,0.4 ms,biphasic,100-200 ms,no task,no task & resting-state,movement,movement,direct,identification of motormap,motor,
Comparative Performance of Linear Multielectrode Probes and Single-Tip Electrodes for Intracortical Microstimulation and Single-Neuron Recording in Macaque Monkey,"Ferroni et al.,",2017,Frontiers in Systems Neuroscience,specialty,electrical,NO,Microelectrode,NO,F6,preSMA,88,SMA,87,9,cortical,Macaca mulatta,rhesus,1,male,300 Hz,1,100,μA,cathode first,0.2 ms,biphasic,500 ms,visual motor task,visual perception & discrimination,"hands, movement",hands,direct,"fast twitches of the fingers, typically involving flexion of all the fingers toward the hand palm, and twitches of a single finger, usually the thumb and/or the index finger, at the lowest current intensities",motor,
Perturbation of Macaque Supplementary Motor Area Produces Context-Independent Changes in the Probability of Movement Initiation,"Zimnik et al.,",2019,Journal of Neuroscience,specialty,electrical,NO,Microelectrode,NO,SMA,SMA,89,SMA,87,9,cortical,Macaca mulatta,rhesus,2,male,333 Hz,10,150,μA,unclear,unclear,biphasic,200 ms,visual motor task,visual perception & discrimination,hands,hands,direct,movement initiation changed,decision,
Neuronal activity in medial frontal cortex during learning of sequential procedures,"Nakamura et al., ",1998,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,SMA,SMA,89,SMA,87,9,cortical,Macaca fuscata,non_rhesus,2,male,300 Hz,20,80,μA,cathodal,0.2 ms,monophasic,67-200 ms,sequential button press task,"cognitive, memory & decision-making",hands,hands,direct,"evokes body movements, upper limb. Not related to task",motor,
Head movement evoked by electrical stimulation in the supplementary eye field of the rhesus monkey,"Chen & Walton,",2005,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,SEF,SMA,89,SMA,87,9,cortical,Macaca mulatta,rhesus,2,unclear,100-200 Hz,80,150,μA,cathodal,0.2 ms,monophasic,300-600 ms,visually guided saccade task,eye movement & visual,"saccades, head",eyes,direct,stimulation leads to head movement independent of gaze,motor,
Comparison of the neuronal activity in the SMA and the ventral cingulate cortex during prehension in the monkey,"Cadoret & Smith,",1997,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,SMA,SMA,89,SMA,87,9,cortical,Macaca fascicularis,non_rhesus,2,male,300 Hz,0,50,μA,cathodal,0.2 ms,monophasic,100 ms,grasp and prehension task,"motor, reaching & grasping",hands,hands,direct,Intracortical microstimulation applied to 43 sites in the SMA evoked discrete hand movements at 12 loci,motor,
Electrical stimulation of the supplementary eye fields in the head-free macaque evokes kinematically normal gaze shifts,"Martinez-Trujillo et al.,",2003,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,SEF,SMA,89,SMA,87,9,cortical,unclear,unclear,2,unclear,300 Hz,30,50,μA,cathodal,0.2 ms,monophasic,200 ms,no task,no task & resting-state,"saccades, head",eyes,direct,both eye and head movements that look like natural gaze shifts,decision,
Does microstimulation evoke fixed-vector saccades by generating their vector or by specifying their goal?,"Schlag & Schlag-Rey,",1987,Experimental Brain Research,specialty,electrical,NO,Microelectrode,NO,SEF,SMA,89,SMA,87,9,cortical,Macaca nemestrina,non_rhesus,unclear,unclear,250 Hz,10,100,μA,cathodal,0.2 ms,monophasic,30-160 ms,no task,no task & resting-state,saccades,eyes,direct,"causes saccades, goal-directed",decision,
Multiple representations of body movements in mesial area 6 and the adjacent cingulate cortex: an intracortical microstimulation study in the macaque monkey,"Luppino et al.,",1991,Journal of Comparative Neurology,specialty,electrical,NO,Microelectrode,NO,F3_SMA,SMA/preSMA,87,SMA,87,9,cortical,"Macaca nemestrina, Macaca fascicularis",non_rhesus,3,unclear,330 Hz,3,40,μA,cathodal,0.2 ms,monophasic,50 ms,no task,no task & resting-state,movement,movement,direct,contains a complete motor representation,motor,
Further investigations of the efferent linkage of the supplementary motor area (SMA) with the spinal cord in the monkey,"Hummelsheim et al.,",1986,Experimental Brain Research,specialty,electrical,NO,Microelectrode,NO,SMA,SMA,89,SMA,87,9,cortical,Macaca fascicularis,non_rhesus,5,unclear,330 Hz,0,30,μA,cathodal,0.2 ms,monophasic,36 ms,no task,no task & resting-state,movement,movement,direct,contralateral muscle twitches in shoulder and proximal arm muscles. No face and ocular movement,motor,
Microstimulation of the supplementary motor area (SMA) in the awake monkey,"MacPherson et al.,",1982,Experimental Brain Research,specialty,electrical,NO,Microelectrode,NO,SMA,SMA,89,SMA,87,9,cortical,Macaca fascicularis,non_rhesus,3,unclear,330 Hz,0,50,μA,cathodal,0.2 ms,monophasic,36 ms,no task,no task & resting-state,movement,movement,direct,"forelimb and hindlimb muscles, thresholds higher than M1. No facial movement",motor,
Multiple representations of body movements in mesial area 6 and the adjacent cingulate cortex: an intracortical microstimulation study in the macaque monkey,"Luppino et al.,",1991,Journal of Comparative Neurology,specialty,electrical,NO,Microelectrode,NO,F7,SMA,89,SMA,87,9,cortical,"Macaca nemestrina, Macaca fascicularis",non_rhesus,3,unclear,330 Hz,3,40,μA,cathodal,0.2 ms,monophasic,50 ms,no task,no task & resting-state,movement,movement,direct,invokes eye movement,motor,
Unit activity related to spontaneous saccades in frontal dorsomedial cortex of monkey,"Schlag & Schlag-Rey,",1985,Experimental Brain Research,specialty,electrical,NO,Microelectrode,NO,SEF,SMA,89,SMA,87,9,cortical,Macaca nemestrina,non_rhesus,3,unclear,250 Hz,4,50,μA,cathodal,0.2 ms,monophasic,45-90 ms,no task,no task & resting-state,"saccades, movement",eyes,direct,saccades in the unit preferred direction,decision,
Organization of nonprimary motor cortical inputs on pyramidal and nonpyramidal tract neurons of primary motor cortex: An electrophysiological study in the macaque monkey,"Tokuno & Nambu,",2000,Cerebral Cortex,specialty,electrical,NO,Microelectrode,NO,SMA,SMA,89,SMA,87,9,cortical,Macaca fuscata,non_rhesus,2,female,333 Hz,0,50,μA,cathodal,0.2 ms,monophasic,66 ms,no task,no task & resting-state,movement,movement,direct,"shoulder, wrist, elbow movement",motor,
Supplementary and precentral motor cortex: contrast in responsiveness to peripheral input in the hindlimb area of the unanesthetized monkey,"Wise & Tanji,",1981,Journal of Comparative Neurology,specialty,electrical,NO,Microelectrode,NO,SMA,SMA,89,SMA,87,9,cortical,"Macaca mulatta, Macaca fascicularis",rhesus,5,"male, female",330 Hz,3,100,μA,cathodal,200 μs,monophasic,33 ms,no task,no task & resting-state,movement,movement,direct,stimulation in M1 and M2 in the hindlimb is slightly different,motor,
